userId,movieId,rating
3,309,0.5
3,319,0.5
3,345,5.0
3,361,0.5
3,408,0.5
3,415,0.5
3,447,0.5
3,451,0.5
3,452,3.5
3,460,0.5
3,468,3.0
3,489,4.5
3,550,0.5
3,563,0.5
3,566,0.5
3,572,2.0
3,593,4.0
3,611,0.5
3,659,5.0
3,680,4.5
3,699,0.5
3,739,5.0
3,759,0.5
3,797,5.0
3,815,0.5
3,818,5.0
3,833,5.0
3,834,4.5
3,843,5.0
3,857,0.5
3,866,5.0
3,885,4.5
3,886,5.0
3,915,4.5
3,991,5.0
3,998,0.5
4,16,3.0
4,23,2.0
4,30,3.0
4,32,2.0
4,34,3.0
4,36,3.0
4,57,4.0
4,61,5.0
4,62,1.0
4,76,5.0
4,81,3.0
4,84,5.0
4,93,2.0
4,106,5.0
4,111,1.0
4,117,5.0
4,119,2.0
4,125,3.0
4,135,5.0
4,138,5.0
4,156,1.0
4,170,5.0
4,180,5.0
4,183,4.0
4,185,4.0
4,188,3.0
4,194,3.0
4,203,4.0
4,219,2.0
4,228,1.0
4,231,2.0
4,234,5.0
4,242,5.0
4,249,5.0
4,257,1.0
4,271,5.0
4,272,1.0
4,279,2.0
4,284,4.0
4,288,5.0
4,290,3.0
4,293,2.0
4,295,5.0
4,304,3.0
4,314,4.0
4,324,3.0
4,333,4.0
4,353,4.0
4,354,5.0
4,355,4.0
4,356,4.0
4,357,4.0
4,358,5.0
4,359,5.0
4,360,5.0
4,361,5.0
4,362,5.0
4,363,5.0
4,367,5.0
4,368,3.0
4,383,4.0
4,391,5.0
4,393,3.0
4,394,2.0
4,397,4.0
4,398,5.0
4,399,2.0
4,400,5.0
4,402,5.0
4,403,5.0
4,409,3.0
4,414,5.0
4,417,5.0
4,419,4.0
4,420,1.0
4,421,5.0
4,422,5.0
4,423,5.0
4,424,3.0
4,425,2.0
4,427,5.0
4,431,1.0
4,432,4.0
4,434,4.0
4,438,4.0
4,443,5.0
4,446,4.0
4,448,4.0
4,449,4.0
4,454,2.0
4,455,5.0
4,456,5.0
4,457,4.0
4,458,4.0
4,461,3.0
4,471,1.0
4,477,5.0
4,478,4.0
4,480,4.0
4,481,4.0
4,486,3.0
4,491,1.0
4,496,2.0
4,501,4.0
4,509,1.0
4,510,4.0
4,512,4.0
4,513,5.0
4,514,3.0
4,520,5.0
4,522,2.0
4,525,4.0
4,526,3.0
4,527,2.0
4,528,4.0
4,529,3.0
4,531,4.0
4,532,1.0
4,536,3.0
4,538,5.0
4,540,2.0
4,541,5.0
4,542,4.0
4,551,2.0
4,561,4.0
4,562,5.0
4,573,4.0
4,580,3.0
4,581,5.0
4,583,5.0
4,584,5.0
4,586,4.0
4,587,5.0
4,592,1.0
4,596,1.0
4,598,2.0
4,600,4.0
4,602,4.0
4,606,5.0
4,607,3.0
4,608,4.0
4,615,4.0
4,625,1.0
4,629,5.0
4,631,5.0
4,634,1.0
4,642,4.0
4,644,5.0
4,648,2.0
4,652,4.0
4,653,1.0
4,654,2.0
4,655,5.0
4,658,5.0
4,660,5.0
4,662,4.0
4,667,4.0
4,668,5.0
4,673,2.0
4,674,2.0
4,679,4.0
4,681,4.0
4,683,5.0
4,686,4.0
4,688,3.0
4,689,5.0
4,693,4.0
4,696,1.0
4,697,4.0
4,698,4.0
4,703,4.0
4,706,4.0
4,709,3.0
4,710,5.0
4,711,4.0
4,712,4.0
4,720,2.0
4,721,1.0
4,723,5.0
4,728,2.0
4,731,1.0
4,746,3.0
4,749,3.0
4,751,5.0
4,756,4.0
4,757,3.0
4,761,4.0
4,764,4.0
4,765,3.0
4,768,1.0
4,770,3.0
4,771,4.0
4,773,3.0
4,774,3.0
4,775,4.0
4,776,5.0
4,777,3.0
4,778,4.0
4,780,3.0
4,782,3.0
4,784,2.0
4,785,5.0
4,786,4.0
4,787,3.0
4,788,2.0
4,789,4.0
4,791,1.0
4,793,4.0
4,795,3.0
4,799,1.0
4,803,3.0
4,804,5.0
4,807,3.0
4,809,4.0
4,810,4.0
4,812,5.0
5,1,4.0
5,16,4.0
5,24,4.0
5,25,4.0
5,26,3.0
5,33,4.0
5,36,5.0
5,58,4.0
5,68,3.0
5,70,3.0
5,117,4.0
5,125,5.0
5,130,3.0
5,136,4.0
5,138,3.0
5,139,1.0
5,152,5.0
5,156,5.0
5,157,3.0
5,167,2.0
5,169,3.0
5,182,3.0
5,186,3.0
5,194,2.0
5,200,3.0
5,202,4.0
5,210,2.0
5,215,3.0
5,234,4.0
5,241,4.0
5,242,5.0
5,260,3.0
5,264,5.0
5,266,4.0
5,268,3.0
5,284,4.0
5,285,3.0
5,286,5.0
5,287,3.0
5,289,5.0
5,290,5.0
5,291,5.0
5,292,3.0
5,295,3.0
6,2,4.0
6,3,5.0
6,4,3.0
6,5,5.0
6,6,4.0
6,7,4.0
6,8,3.0
6,9,3.0
6,10,4.0
6,11,3.0
6,12,4.0
6,13,4.0
6,14,4.0
6,15,2.0
6,16,2.0
6,17,5.0
6,18,4.0
6,19,3.0
6,20,4.0
6,21,3.0
6,22,3.0
6,23,4.0
6,24,4.0
6,25,5.0
6,27,4.0
6,28,4.0
6,30,3.0
6,31,4.0
6,32,4.0
6,33,1.0
6,35,4.0
6,37,4.0
6,38,4.0
6,39,4.0
6,40,3.0
6,41,3.0
6,43,4.0
6,44,3.0
6,45,5.0
6,46,3.0
6,47,2.0
6,48,4.0
6,49,4.0
6,50,4.0
6,51,4.0
6,52,3.0
6,54,1.0
6,55,4.0
6,56,3.0
6,58,5.0
6,59,4.0
6,60,3.0
6,62,3.0
6,63,3.0
6,64,3.0
6,65,4.0
6,66,4.0
6,67,4.0
6,68,4.0
6,69,4.0
6,70,3.0
6,72,4.0
6,73,3.0
6,74,5.0
6,75,3.0
6,77,3.0
6,78,3.0
6,79,5.0
6,80,3.0
6,81,3.0
6,83,3.0
6,85,3.0
6,86,1.0
6,87,2.0
6,88,3.0
6,89,3.0
6,90,3.0
6,92,3.0
6,94,2.0
6,96,4.0
6,97,3.0
6,98,3.0
6,99,3.0
6,100,3.0
6,101,4.0
6,102,3.0
6,103,3.0
6,104,4.0
6,105,4.0
6,107,4.0
6,108,3.0
6,109,2.0
6,110,3.0
6,111,4.0
6,113,3.0
6,114,4.0
6,115,5.0
6,116,3.0
6,118,2.0
6,120,4.0
6,121,4.0
6,122,3.0
6,123,3.0
6,124,3.0
6,126,5.0
6,127,4.0
6,128,3.0
6,129,4.0
6,130,3.0
6,131,3.0
6,132,3.0
6,133,5.0
6,134,3.0
6,136,4.0
6,137,5.0
6,138,3.0
6,139,3.0
6,140,3.0
6,141,3.0
6,142,4.0
6,143,3.0
6,144,4.0
6,145,4.0
6,146,5.0
6,147,3.0
6,148,4.0
6,149,3.0
6,150,2.0
6,151,3.0
6,153,3.0
6,154,4.0
6,155,3.0
6,156,2.0
6,158,3.0
6,159,3.0
6,160,4.0
6,162,3.0
6,163,1.0
6,164,3.0
6,165,5.0
6,166,4.0
6,167,5.0
6,168,4.0
6,169,5.0
6,171,1.0
6,172,4.0
6,173,3.0
6,174,3.0
6,175,5.0
6,176,3.0
6,177,5.0
6,178,4.0
6,179,4.0
6,180,3.0
6,181,3.0
6,182,3.0
6,184,3.0
6,185,3.0
6,186,5.0
6,187,5.0
6,188,4.0
6,189,3.0
6,190,4.0
6,191,4.0
6,192,4.0
6,193,5.0
6,194,3.0
6,195,3.0
6,196,3.0
6,197,3.0
6,198,4.0
6,199,3.0
6,200,5.0
6,201,3.0
6,202,4.0
6,203,5.0
6,204,4.0
6,205,3.0
6,206,3.0
6,208,5.0
6,209,3.0
6,210,4.0
6,211,3.0
6,212,3.0
6,213,3.0
6,214,3.0
6,215,3.0
6,216,3.0
6,217,4.0
6,218,3.0
6,220,3.0
6,222,3.0
6,223,5.0
6,224,4.0
6,225,3.0
6,226,3.0
6,227,4.0
6,229,3.0
6,231,4.0
6,232,4.0
6,233,3.0
6,234,5.0
6,235,3.0
6,236,3.0
6,237,2.0
6,238,4.0
6,239,4.0
6,240,3.0
6,241,4.0
6,242,4.0
6,243,4.0
6,244,5.0
6,245,3.0
6,246,3.0
6,247,3.0
6,248,4.0
6,250,3.0
6,251,3.0
6,252,3.0
6,253,5.0
6,254,3.0
6,255,3.0
6,256,4.0
6,257,3.0
6,258,3.0
6,260,4.0
6,261,4.0
6,262,3.0
6,263,3.0
6,264,3.0
6,266,3.0
6,267,3.0
6,269,3.0
6,270,3.0
6,272,3.0
6,273,3.0
6,274,4.0
6,275,3.0
6,276,2.0
6,277,3.0
6,278,3.0
6,279,5.0
6,280,4.0
6,281,3.0
6,283,5.0
6,284,5.0
6,285,3.0
6,286,5.0
6,287,3.0
6,288,4.0
6,289,4.0
6,290,5.0
6,291,3.0
6,292,4.0
6,294,3.0
6,295,3.0
6,296,4.0
6,297,5.0
6,299,3.0
6,300,4.0
6,301,4.0
6,302,1.0
6,303,4.0
6,306,3.0
6,307,3.0
6,310,3.0
6,311,3.0
6,312,4.0
6,313,3.0
6,314,4.0
6,315,5.0
6,316,3.0
6,317,4.0
6,318,2.0
6,321,5.0
6,322,3.0
6,325,1.0
6,326,3.0
6,327,3.0
6,328,5.0
6,329,5.0
6,331,3.0
6,332,3.0
6,334,3.0
6,335,4.0
6,337,3.0
6,338,5.0
6,339,4.0
6,340,3.0
6,341,4.0
6,342,3.0
6,343,3.0
6,344,4.0
6,346,4.0
6,348,3.0
6,349,3.0
6,350,3.0
6,351,3.0
6,352,3.0
6,372,3.0
6,373,3.0
6,374,4.0
6,375,4.0
6,376,4.0
6,377,2.0
6,378,4.0
6,379,4.0
6,390,3.0
6,392,5.0
6,395,4.0
6,396,4.0
6,397,3.0
6,401,4.0
6,402,3.0
7,1,4.5
7,33,4.5
7,36,3.0
7,68,4.5
7,78,4.0
7,135,5.0
7,193,5.0
7,210,3.0
7,237,5.0
7,244,5.0
7,283,2.0
7,284,3.0
7,285,2.5
7,287,3.0
7,288,5.0
7,290,3.5
7,304,4.0
7,323,4.0
7,328,4.5
7,363,3.0
7,366,4.0
7,413,4.0
7,420,1.5
7,422,4.0
7,429,4.0
7,430,4.0
7,434,5.0
7,435,4.5
7,440,5.0
7,441,1.5
7,450,5.0
7,481,3.5
7,487,5.0
7,494,4.0
7,496,3.0
7,506,3.0
7,516,0.5
7,533,4.0
7,536,1.5
7,539,4.5
7,551,5.0
7,596,2.0
7,601,3.5
7,622,5.0
7,634,1.5
7,635,3.0
7,641,4.5
7,642,2.0
7,643,2.5
7,647,1.5
7,650,3.5
7,652,4.5
7,660,4.0
7,690,4.5
7,708,1.5
7,712,4.5
7,730,1.5
7,733,1.0
7,747,3.5
7,753,5.0
7,758,4.0
7,762,2.5
7,763,3.0
7,769,4.0
7,783,2.0
7,786,2.0
7,790,4.0
7,792,0.5
7,794,4.5
7,800,1.0
7,801,1.5
7,805,1.5
7,806,3.0
7,808,4.0
7,809,4.0
7,811,4.0
7,813,4.5
7,814,4.5
7,819,3.5
7,820,3.5
7,822,0.5
7,823,4.0
7,826,3.0
7,827,3.0
7,829,1.5
7,831,5.0
7,835,4.5
7,845,4.5
7,852,4.0
7,853,4.5
7,859,4.0
7,860,4.0
7,863,0.5
7,865,4.5
7,867,4.5
7,869,2.0
7,871,4.5
7,874,4.0
7,876,3.0
7,882,4.0
7,887,4.5
7,888,3.5
7,889,2.5
7,890,2.0
7,891,4.5
7,894,4.5
7,896,3.5
7,897,1.0
7,898,1.0
7,899,4.5
7,900,1.5
7,901,1.0
7,903,3.5
7,904,1.0
7,905,4.5
7,906,4.0
7,907,4.0
7,908,3.5
7,909,4.0
7,910,1.0
7,912,2.5
7,913,2.5
7,914,4.0
7,916,3.0
7,918,3.5
7,919,2.0
7,922,3.5
7,923,2.0
7,924,1.5
7,925,2.0
7,926,3.5
7,928,3.5
7,929,1.0
7,931,2.0
7,932,1.0
7,933,3.0
7,934,4.5
7,935,3.5
7,936,3.5
7,940,4.5
7,941,4.0
7,942,4.5
7,943,1.0
7,944,0.5
7,945,1.0
7,949,1.0
7,952,4.5
7,953,2.5
7,954,4.5
7,955,3.5
7,956,0.5
7,957,3.0
8,2,4.0
8,9,2.0
8,10,4.0
8,16,4.0
8,23,3.0
8,24,5.0
8,26,3.0
8,32,4.0
8,33,5.0
8,58,3.0
8,65,3.0
8,68,4.0
8,70,2.0
8,89,5.0
8,90,4.0
8,102,3.0
8,116,4.0
8,119,3.0
8,120,3.0
8,129,3.0
8,130,5.0
8,149,3.0
8,154,3.0
8,156,4.0
8,168,3.0
8,169,5.0
8,178,3.0
8,193,3.0
8,194,5.0
8,200,5.0
8,202,3.0
8,208,4.0
8,210,5.0
8,223,1.0
8,227,3.0
8,232,4.0
8,234,3.0
8,244,4.0
8,253,2.0
8,264,5.0
8,272,3.0
8,282,3.0
8,283,3.0
8,286,5.0
8,287,3.0
8,288,4.0
8,292,3.0
9,27,3.0
9,91,3.0
9,112,4.0
9,205,3.0
9,298,3.0
9,364,4.0
9,365,5.0
9,389,2.0
9,410,4.0
9,424,5.0
9,450,5.0
9,504,4.0
9,543,2.0
9,548,3.0
9,549,4.0
9,552,3.0
9,595,5.0
9,663,3.0
9,665,2.0
9,695,2.0
9,707,3.0
9,742,3.0
9,779,1.0
9,798,1.0
9,813,5.0
9,819,4.0
9,822,3.0
9,823,4.0
9,824,4.0
9,825,4.0
9,828,5.0
9,830,1.0
9,836,1.0
9,837,3.0
9,838,3.0
9,839,4.0
9,840,1.0
9,841,4.0
9,842,5.0
9,845,5.0
9,846,4.0
9,848,1.0
9,849,4.0
9,851,2.0
9,854,4.0
9,855,2.0
10,156,1.0
10,193,3.5
10,284,4.0
10,292,3.5
10,360,4.0
10,384,0.5
10,404,3.0
10,442,3.0
10,462,3.0
10,516,3.5
10,529,4.0
10,625,0.5
10,641,3.5
10,652,0.5
10,660,1.0
10,673,0.5
10,730,4.0
10,754,3.0
10,786,3.5
10,790,4.5
10,796,4.5
10,813,4.0
10,814,4.0
10,817,3.0
10,821,3.5
10,832,3.0
10,844,3.0
10,845,4.0
10,847,3.0
10,856,3.0
10,858,3.0
10,861,3.5
10,864,4.0
10,870,4.0
10,872,4.0
10,873,3.0
10,874,4.0
10,875,4.0
10,877,4.5
10,879,3.5
10,880,4.0
10,883,3.5
10,884,5.0
10,892,3.5
10,893,5.0
10,894,3.5
10,896,3.5
10,900,3.0
10,902,5.0
10,909,2.5
10,911,3.5
10,912,1.0
10,917,3.5
10,920,2.5
10,921,4.5
10,927,3.0
10,930,3.0
10,931,5.0
10,937,3.0
10,938,4.0
10,939,2.5
10,947,3.0
10,954,5.0
10,956,5.0
10,959,3.0
10,960,4.5
10,961,1.5
10,962,3.5
10,964,3.5
10,965,3.0
10,966,3.5
10,967,4.5
10,969,2.5
10,970,2.0
10,972,3.0
10,974,2.0
10,975,2.5
10,976,3.5
10,978,4.5
10,980,0.5
10,981,3.5
10,984,4.0
10,985,4.5
10,987,3.0
10,988,3.0
10,990,0.5
10,995,5.0
10,996,2.5
10,997,3.5
10,999,3.0
10,1000,3.5
10,1001,3.5
10,1002,2.5
10,1003,3.0
10,1004,3.0
10,1007,2.0
10,1008,3.0
10,1009,5.0
10,1012,3.5
10,1014,2.5
10,1015,5.0
10,1016,3.5
10,1017,3.5
10,1018,2.0
10,1020,3.5
10,1024,3.0
10,1025,3.5
10,1026,4.0
10,1027,3.0
10,1030,3.0
10,1032,5.0
10,1034,5.0
10,1035,4.5
10,1037,4.0
10,1038,4.0
10,1039,3.0
10,1040,3.5
10,1041,5.0
10,1043,0.5
10,1044,1.0
10,1045,3.0
10,1049,4.0
10,1050,4.0
10,1051,4.0
10,1053,2.5
10,1055,3.5
10,1056,4.5
10,1057,1.0
10,1058,2.0
10,1059,0.5
10,1060,0.5
10,1061,4.0
10,1064,4.0
10,1068,4.5
10,1069,4.0
10,1073,1.0
10,1080,3.5
10,1084,5.0
10,1085,4.0
10,1086,5.0
11,6,5.0
11,9,3.0
11,25,4.0
11,29,2.0
11,51,3.0
11,58,5.0
11,68,5.0
11,70,3.0
11,78,3.0
11,80,4.0
11,102,3.0
11,154,4.0
11,169,4.0
11,186,5.0
11,193,5.0
11,203,3.0
11,207,2.0
11,208,3.0
11,210,4.0
11,224,3.0
11,234,5.0
11,237,3.0
11,241,4.0
11,244,4.0
11,250,3.0
11,259,4.0
11,265,5.0
11,285,4.0
11,288,5.0
11,304,4.0
11,320,4.0
11,321,4.0
11,328,4.0
11,412,3.0
11,413,5.0
11,430,4.0
11,466,4.0
11,467,3.0
11,470,3.0
11,471,1.0
11,474,5.0
11,475,3.0
11,482,4.0
11,484,4.0
11,485,3.0
11,487,5.0
11,488,4.0
11,491,4.0
11,492,4.0
11,493,4.0
11,495,3.0
11,507,3.0
11,508,5.0
11,509,4.0
11,511,5.0
11,516,5.0
11,521,4.0
11,524,2.0
11,533,4.0
11,534,4.0
11,536,4.0
11,546,2.0
11,553,3.0
11,554,5.0
12,26,4.0
12,79,5.0
12,111,5.0
12,132,5.0
12,136,4.5
12,146,3.0
12,194,3.5
12,275,3.5
12,338,4.0
12,341,5.0
12,363,4.5
12,448,3.5
12,465,5.0
12,473,3.0
12,511,5.0
12,523,3.5
12,560,5.0
12,571,3.5
12,610,3.0
12,618,5.0
12,626,5.0
12,628,5.0
12,645,4.0
12,650,5.0
12,736,5.0
12,761,4.5
12,769,4.5
12,832,4.0
12,870,5.0
12,893,5.0
12,937,5.0
12,978,5.0
13,32,5.0
13,161,1.0
13,292,3.0
13,418,3.0
13,424,5.0
13,490,4.0
13,497,3.0
13,500,4.0
13,511,4.0
13,580,3.0
13,583,3.0
13,623,2.0
13,625,5.0
13,705,4.0
13,713,2.0
13,725,3.0
13,730,5.0
13,734,4.0
13,740,3.0
13,745,4.0
13,747,4.0
13,748,4.0
13,750,4.0
13,752,4.0
13,755,3.0
13,756,4.0
13,760,3.0
13,762,3.0
13,764,5.0
13,767,5.0
13,781,4.0
14,4,3.0
14,7,3.0
14,15,1.0
14,19,4.0
14,23,4.0
14,26,3.0
14,32,5.0
14,51,5.0
14,56,3.0
14,58,5.0
14,68,4.0
14,70,2.0
14,95,3.0
14,116,3.0
14,139,5.0
14,149,5.0
14,150,4.0
14,156,3.0
14,169,3.0
14,177,5.0
14,178,4.0
14,182,2.0
14,188,3.0
14,193,4.0
14,202,1.0
14,207,4.0
14,208,3.0
14,213,4.0
14,224,4.0
14,230,3.0
14,233,3.0
14,243,4.0
14,244,3.0
14,248,3.0
14,256,3.0
14,257,5.0
14,263,3.0
14,264,3.0
14,272,4.0
14,273,3.0
14,278,3.0
14,279,4.0
14,282,3.0
14,286,4.0
14,287,2.0
14,288,4.0
14,292,3.0
14,330,1.0
15,1,2.5
15,29,1.0
15,32,3.5
15,72,1.0
15,82,1.0
15,132,3.0
15,135,5.0
15,155,3.0
15,156,4.0
15,169,5.0
15,192,1.0
15,193,5.0
15,200,3.0
15,264,5.0
15,284,3.0
15,285,5.0
15,291,2.0
15,328,3.5
15,345,2.0
15,347,4.0
15,422,5.0
15,424,4.0
15,426,5.0
15,430,5.0
15,433,5.0
15,440,4.0
15,448,3.5
15,450,5.0
15,463,3.0
15,483,3.0
15,503,4.5
15,530,2.5
15,545,5.0
15,548,5.0
15,549,4.0
15,554,3.5
15,564,3.0
15,565,1.5
15,581,5.0
15,591,2.5
15,597,4.5
15,625,4.0
15,652,3.0
15,660,4.0
15,666,4.5
15,673,2.5
15,691,5.0
15,692,5.0
15,722,4.0
15,724,5.0
15,727,3.5
15,729,4.0
15,730,5.0
15,732,1.5
15,745,3.0
15,759,4.0
15,763,3.0
15,769,4.0
15,772,3.5
15,784,1.5
15,790,3.0
15,794,4.0
15,802,5.0
15,808,3.5
15,813,3.5
15,814,5.0
15,823,4.0
15,831,3.0
15,845,3.5
15,850,2.0
15,852,5.0
15,861,3.0
15,862,3.5
15,868,3.0
15,878,3.5
15,881,3.0
15,888,2.5
15,895,3.5
15,909,2.5
15,929,5.0
15,948,4.5
15,950,3.0
15,951,4.5
15,958,3.0
15,963,3.5
15,967,2.0
15,968,2.0
15,971,3.5
15,977,3.0
15,979,4.0
15,983,3.0
15,984,3.5
15,986,4.0
15,989,3.5
15,992,4.0
15,993,2.5
15,1002,3.0
15,1010,3.5
15,1019,5.0
15,1021,4.5
15,1022,3.5
15,1028,2.0
15,1031,3.0
15,1032,2.0
15,1036,3.0
15,1042,3.0
15,1044,4.0
15,1046,1.0
15,1047,4.0
15,1048,3.5
15,1052,4.5
15,1054,4.0
15,1059,2.0
15,1060,4.0
15,1062,1.5
15,1063,4.5
15,1066,4.5
15,1067,1.5
15,1071,2.0
15,1072,2.0
15,1074,2.5
15,1075,2.0
15,1076,5.0
15,1077,2.0
15,1078,2.0
15,1079,1.0
15,1082,4.0
15,1083,4.5
15,1087,3.0
15,1088,5.0
15,1089,3.0
15,1090,3.5
15,1091,3.5
15,1092,5.0
15,1093,3.5
